PROMO_ID,MCC_GROUP,MERCHANT_CATEGORY,GENDER,RELIGION,PROMO_LOCATION,START_DATE,END_DATE,SEGMENTATION,TOTAL_ASSETS,ACCOUNT_AGE,TRANSACTION_TIME
PROMO_7376,ERAFONE,Gadget dan Elektronik,Laki-laki,Katolik,Denpasar,18/02/24,25/07/24,Mature High Networth,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_7377,DAYTRANS,Gaya Hidup,Perempuan,Kristen,Nasional,19/02/24,04/08/24,All Segment,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_7378,GUARDIAN,Others/Miscellaneous (Promo lainnya),Perempuan,Buddha,Medan,28/01/24,22/06/24,Minimal,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_7379,TUKU,Telco,Laki-laki,Agama Lainnya,Medan,17/02/24,25/10/24,Mature High Networth,Group 3,Group 1,WEEKDAY - RESTING TIME
PROMO_7380,SHOPEE,Travel dan Transportasi,Laki-laki,Kristen,Medan,28/03/24,16/08/24,All Segment,Group 2,Group 2,WEEKDAY - WORKING TIME
PROMO_7381,INDOMARET,Travel dan Transportasi,Perempuan,Konghucu,Jakarta,14/01/24,15/05/24,Young Gen & Early Jobber,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7382,FORE,Others/Miscellaneous (Promo lainnya),Laki-laki,Buddha,Denpasar,18/02/24,28/07/24,Silver Ager,Group 5,Group 3,WEEKDAY - RESTING TIME
PROMO_7383,TUKU,Telco,Laki-laki,Islam,Malang,21/02/24,26/07/24,Minimal,Group 3,Group 2,WEEKDAY - WORKING TIME
PROMO_7384,IBOX,Gaya Hidup,Perempuan,Katolik,Semarang,01/02/24,07/09/24,Mature High Networth,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_7385,FORE,Kesehatan dan Kecantikan,Laki-laki,Islam,Bandung,08/03/24,05/09/24,Young Gen & Early Jobber,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_7386,TUKU,Kesehatan dan Kecantikan,Laki-laki,Agama Lainnya,Yogyakarta,18/03/24,24/05/24,All Segment,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_7387,DAYTRANS,Makanan dan Minuman,Perempuan,Katolik,Malang,08/02/24,02/09/24,Wealthy Achievers,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7388,SHOPEE,Gaya Hidup,Perempuan,Kristen,Malang,13/01/24,29/10/24,Mature High Networth,Group 3,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7389,GUARDIAN,Travel dan Transportasi,Perempuan,Hindu,Denpasar,23/02/24,08/07/24,Minimal,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_7390,SHOPEE,E-Commerce,Laki-laki,Hindu,Denpasar,24/01/24,10/06/24,Young Gen & Early Jobber,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_7391,ERAFONE,Kesehatan dan Kecantikan,Laki-laki,Kristen,Malang,15/02/24,19/10/24,Wealthy Achievers,Group 2,Group 5,WEEKDAY - TRAVELING TIME
PROMO_7392,SOLARIA,Gaya Hidup,Laki-laki,Agama Lainnya,Manado,14/02/24,22/06/24,Minimal,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_7393,SOLARIA,Gadget dan Elektronik,Laki-laki,Konghucu,Papua,19/01/24,14/07/24,All Segment,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7394,ERAFONE,Others/Miscellaneous (Promo lainnya),Perempuan,Agama Lainnya,Medan,07/03/24,01/07/24,Working Professionals,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_7395,DAYTRANS,Gaya Hidup,Laki-laki,Kristen,Jakarta,19/01/24,16/07/24,Wealthy Achievers,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_7396,GUARDIAN,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Bandung,14/03/24,21/07/24,Silver Ager,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7397,IKEA,Travel dan Transportasi,Perempuan,Hindu,Balikpapan,18/02/24,14/07/24,Minimal,Group 2,Group 4,WEEKDAY - TRAVELING TIME
PROMO_7398,SOCIOLLA,E-Commerce,Laki-laki,Kristen,Denpasar,11/02/24,21/08/24,Young Gen & Early Jobber,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_7399,GUARDIAN,Telco,Perempuan,Agama Lainnya,Balikpapan,24/02/24,14/06/24,Working Professionals,Group 5,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7400,SHOPEE,Gaya Hidup,Perempuan,Islam,Papua,31/01/24,10/10/24,Working Professionals,Group 1,Group 5,WEEKEND - WEEKEND
PROMO_7401,GUARDIAN,Telco,Laki-laki,Hindu,Manado,25/02/24,27/08/24,Minimal,Group 4,Group 3,WEEKDAY - RESTING TIME
PROMO_7402,GUARDIAN,Travel dan Transportasi,Laki-laki,Buddha,Palembang,15/01/24,25/06/24,Emerging Wealth,Group 2,Group 3,WEEKEND - WEEKEND
PROMO_7403,ALFAMART,Gadget dan Elektronik,Laki-laki,Hindu,Medan,26/01/24,24/07/24,Mature High Networth,Group 1,Group 3,WEEKDAY - WORKING TIME
PROMO_7404,SOCIOLLA,Gadget dan Elektronik,Perempuan,Kristen,Manado,11/01/24,09/10/24,Working Professionals,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_7405,INDOMARET,Travel dan Transportasi,Laki-laki,Kristen,Padang,08/02/24,21/08/24,Wealthy Achievers,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_7406,IBOX,Kesehatan dan Kecantikan,Perempuan,Buddha,Medan,11/03/24,29/05/24,Mature High Networth,Group 1,Group 4,WEEKDAY - RESTING TIME
PROMO_7407,ERAFONE,Gadget dan Elektronik,Laki-laki,Agama Lainnya,Jakarta,06/03/24,29/05/24,Minimal,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7408,GUARDIAN,Travel dan Transportasi,Perempuan,Katolik,Papua,05/02/24,15/07/24,Minimal,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_7409,GUARDIAN,Kesehatan dan Kecantikan,Perempuan,Islam,Manado,15/01/24,02/05/24,Emerging Wealth,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_7410,IKEA,E-Commerce,Perempuan,Hindu,Papua,17/03/24,07/06/24,Minimal,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_7411,IKEA,Gaya Hidup,Perempuan,Hindu,Nasional,27/03/24,24/06/24,Young Gen & Early Jobber,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_7412,SOCIOLLA,Travel dan Transportasi,Perempuan,Kristen,Padang,03/03/24,30/08/24,Wealthy Achievers,Group 2,Group 4,WEEKDAY - WORKING TIME
PROMO_7413,DAYTRANS,Gaya Hidup,Laki-laki,Hindu,Semarang,29/03/24,23/09/24,Young Gen & Early Jobber,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7414,IKEA,Kesehatan dan Kecantikan,Laki-laki,Katolik,Padang,15/02/24,22/10/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_7415,ERAFONE,Gadget dan Elektronik,Perempuan,Islam,Jakarta,23/01/24,13/06/24,All Segment,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_7416,IKEA,Gaya Hidup,Perempuan,Hindu,Bandung,31/03/24,05/05/24,Working Professionals,Group 3,Group 4,WEEKDAY - RESTING TIME
PROMO_7417,IBOX,Kesehatan dan Kecantikan,Laki-laki,Agama Lainnya,Malang,21/01/24,09/06/24,Working Professionals,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_7418,IKEA,Travel dan Transportasi,Laki-laki,Agama Lainnya,Padang,21/03/24,25/08/24,Working Professionals,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_7419,ERAFONE,Gaya Hidup,Laki-laki,Hindu,Surabaya,03/01/24,04/06/24,Working Professionals,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_7420,TUKU,E-Commerce,Perempuan,Kristen,Medan,27/02/24,18/08/24,Emerging Wealth,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_7421,FORE,Telco,Perempuan,Islam,Manado,20/01/24,21/07/24,All Segment,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_7422,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Katolik,Jakarta,15/03/24,16/09/24,Silver Ager,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_7423,SOCIOLLA,Kesehatan dan Kecantikan,Perempuan,Hindu,Palembang,19/02/24,09/07/24,Mature High Networth,Group 3,Group 2,WEEKEND - WEEKEND
PROMO_7424,SOCIOLLA,Telco,Laki-laki,Buddha,Balikpapan,09/02/24,04/10/24,Minimal,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_7425,FORE,Others/Miscellaneous (Promo lainnya),Laki-laki,Katolik,Yogyakarta,21/03/24,05/09/24,All Segment,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_7426,ALFAMART,E-Commerce,Perempuan,Konghucu,Denpasar,17/03/24,09/06/24,Wealthy Achievers,Group 4,Group 5,WEEKEND - WEEKEND
PROMO_7427,ALFAMART,Makanan dan Minuman,Perempuan,Islam,Denpasar,08/01/24,26/06/24,Wealthy Achievers,Group 5,Group 2,WEEKDAY - WORKING TIME
PROMO_7428,ERAFONE,Gadget dan Elektronik,Laki-laki,Katolik,Makassar,17/03/24,29/06/24,Emerging Wealth,Group 2,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7429,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Konghucu,Jakarta,18/03/24,04/10/24,Wealthy Achievers,Group 4,Group 5,WEEKDAY - RESTING TIME
PROMO_7430,SOCIOLLA,Gadget dan Elektronik,Laki-laki,Hindu,Balikpapan,25/02/24,26/08/24,Emerging Wealth,Group 5,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7431,DAYTRANS,Telco,Perempuan,Buddha,Medan,13/03/24,29/06/24,Minimal,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_7432,TUKU,E-Commerce,Perempuan,Islam,Jakarta,06/02/24,10/10/24,Silver Ager,Group 2,Group 2,WEEKDAY - WORKING TIME
PROMO_7433,TUKU,Gaya Hidup,Perempuan,Katolik,Papua,12/03/24,18/07/24,Minimal,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_7434,SOLARIA,Kesehatan dan Kecantikan,Laki-laki,Islam,Surabaya,25/03/24,25/08/24,Young Gen & Early Jobber,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_7435,DAYTRANS,Makanan dan Minuman,Perempuan,Kristen,Nasional,22/03/24,25/07/24,Working Professionals,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7436,ALFAMART,Gadget dan Elektronik,Perempuan,Hindu,Padang,24/03/24,28/09/24,Wealthy Achievers,Group 2,Group 4,WEEKEND - WEEKEND
PROMO_7437,SHOPEE,Gadget dan Elektronik,Laki-laki,Hindu,Denpasar,08/03/24,07/10/24,Emerging Wealth,Group 3,Group 4,WEEKDAY - RESTING TIME
PROMO_7438,ALFAMART,Others/Miscellaneous (Promo lainnya),Laki-laki,Konghucu,Yogyakarta,25/01/24,26/06/24,Silver Ager,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_7439,INDOMARET,Makanan dan Minuman,Perempuan,Hindu,Manado,04/01/24,08/08/24,Wealthy Achievers,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7440,ERAFONE,Gadget dan Elektronik,Laki-laki,Konghucu,Manado,24/02/24,12/06/24,Wealthy Achievers,Group 1,Group 3,WEEKDAY - RESTING TIME
PROMO_7441,SOLARIA,Travel dan Transportasi,Laki-laki,Hindu,Bandung,21/02/24,06/08/24,Minimal,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_7442,IBOX,Travel dan Transportasi,Laki-laki,Kristen,Palembang,28/01/24,24/06/24,Mature High Networth,Group 4,Group 5,WEEKDAY - RESTING TIME
PROMO_7443,ERAFONE,Makanan dan Minuman,Laki-laki,Hindu,Bandung,18/01/24,18/07/24,All Segment,Group 5,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7444,FORE,Others/Miscellaneous (Promo lainnya),Laki-laki,Kristen,Balikpapan,12/01/24,24/08/24,All Segment,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_7445,SOCIOLLA,Kesehatan dan Kecantikan,Laki-laki,Agama Lainnya,Medan,22/03/24,27/10/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_7446,DAYTRANS,E-Commerce,Perempuan,Islam,Palembang,28/01/24,04/06/24,All Segment,Group 2,Group 4,WEEKDAY - WORKING TIME
PROMO_7447,GUARDIAN,Travel dan Transportasi,Perempuan,Agama Lainnya,Manado,17/02/24,01/09/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_7448,ERAFONE,Kesehatan dan Kecantikan,Laki-laki,Katolik,Nasional,31/01/24,31/10/24,All Segment,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_7449,IBOX,Kesehatan dan Kecantikan,Laki-laki,Kristen,Palembang,15/01/24,27/07/24,Minimal,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_7450,GUARDIAN,Kesehatan dan Kecantikan,Perempuan,Buddha,Bandung,22/03/24,11/09/24,Mature High Networth,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_7451,FORE,Kesehatan dan Kecantikan,Perempuan,Hindu,Padang,14/01/24,04/09/24,All Segment,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_7452,ALFAMART,Others/Miscellaneous (Promo lainnya),Laki-laki,Konghucu,Palembang,08/03/24,22/09/24,Working Professionals,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_7453,TUKU,Others/Miscellaneous (Promo lainnya),Perempuan,Buddha,Papua,10/01/24,15/08/24,Silver Ager,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_7454,SOCIOLLA,Travel dan Transportasi,Laki-laki,Katolik,Padang,05/03/24,07/09/24,Mature High Networth,Group 3,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7455,IBOX,Kesehatan dan Kecantikan,Perempuan,Konghucu,Medan,31/01/24,09/07/24,Wealthy Achievers,Group 2,Group 1,WEEKEND - WEEKEND
PROMO_7456,TUKU,Telco,Laki-laki,Buddha,Palembang,31/01/24,18/08/24,Wealthy Achievers,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_7457,GUARDIAN,E-Commerce,Perempuan,Islam,Bandung,02/03/24,12/06/24,Silver Ager,Group 4,Group 2,WEEKDAY - RESTING TIME
PROMO_7458,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Laki-laki,Agama Lainnya,Nasional,18/01/24,14/06/24,Young Gen & Early Jobber,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_7459,GUARDIAN,Others/Miscellaneous (Promo lainnya),Laki-laki,Katolik,Denpasar,22/03/24,02/09/24,Wealthy Achievers,Group 3,Group 4,WEEKDAY - TRAVELING TIME
PROMO_7460,GUARDIAN,Gaya Hidup,Laki-laki,Hindu,Semarang,25/03/24,26/09/24,Working Professionals,Group 4,Group 5,WEEKDAY - TRAVELING TIME
PROMO_7461,SHOPEE,Gaya Hidup,Perempuan,Katolik,Denpasar,27/01/24,02/05/24,Wealthy Achievers,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7462,SOLARIA,E-Commerce,Laki-laki,Hindu,Yogyakarta,09/03/24,27/09/24,Silver Ager,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_7463,INDOMARET,Travel dan Transportasi,Perempuan,Buddha,Yogyakarta,03/02/24,22/05/24,Minimal,Group 4,Group 4,WEEKDAY - WORKING TIME
PROMO_7464,SHOPEE,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Yogyakarta,18/01/24,28/09/24,Wealthy Achievers,Group 2,Group 4,WEEKDAY - TRAVELING TIME
PROMO_7465,SOCIOLLA,Gadget dan Elektronik,Perempuan,Kristen,Surabaya,17/02/24,31/07/24,Working Professionals,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_7466,IBOX,E-Commerce,Laki-laki,Islam,Jakarta,07/01/24,26/06/24,Emerging Wealth,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_7467,IKEA,E-Commerce,Laki-laki,Buddha,Surabaya,14/02/24,03/06/24,Emerging Wealth,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_7468,IBOX,Kesehatan dan Kecantikan,Laki-laki,Buddha,Bandung,13/03/24,11/09/24,Silver Ager,Group 5,Group 3,WEEKDAY - WORKING TIME
PROMO_7469,ALFAMART,Gaya Hidup,Perempuan,Agama Lainnya,Denpasar,18/02/24,09/07/24,Working Professionals,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7470,FORE,Gadget dan Elektronik,Laki-laki,Islam,Denpasar,25/01/24,20/07/24,Young Gen & Early Jobber,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_7471,IBOX,Kesehatan dan Kecantikan,Laki-laki,Hindu,Malang,15/03/24,09/09/24,Silver Ager,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7472,TUKU,Telco,Perempuan,Konghucu,Nasional,24/02/24,02/09/24,Silver Ager,Group 3,Group 5,WEEKEND - WEEKEND
PROMO_7473,ERAFONE,Telco,Perempuan,Islam,Denpasar,03/01/24,10/05/24,Working Professionals,Group 1,Group 3,WEEKDAY - RESTING TIME
PROMO_7474,IKEA,Gaya Hidup,Perempuan,Agama Lainnya,Jakarta,12/03/24,21/09/24,Mature High Networth,Group 3,Group 3,WEEKEND - WEEKEND
PROMO_7475,GUARDIAN,Gadget dan Elektronik,Perempuan,Buddha,Palembang,26/02/24,15/10/24,Minimal,Group 4,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7476,SOCIOLLA,Makanan dan Minuman,Laki-laki,Buddha,Surabaya,07/01/24,29/09/24,All Segment,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_7477,SOCIOLLA,E-Commerce,Laki-laki,Hindu,Medan,27/01/24,03/09/24,Silver Ager,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_7478,TUKU,Travel dan Transportasi,Perempuan,Hindu,Nasional,26/01/24,11/05/24,Silver Ager,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_7479,TUKU,Telco,Perempuan,Agama Lainnya,Medan,01/02/24,05/09/24,Minimal,Group 3,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7480,SHOPEE,Kesehatan dan Kecantikan,Perempuan,Kristen,Papua,20/02/24,05/09/24,All Segment,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_7481,TUKU,Kesehatan dan Kecantikan,Laki-laki,Buddha,Makassar,12/01/24,08/09/24,All Segment,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7482,FORE,Telco,Perempuan,Konghucu,Jakarta,09/02/24,13/07/24,Young Gen & Early Jobber,Group 4,Group 5,WEEKDAY - TRAVELING TIME
PROMO_7483,DAYTRANS,Gaya Hidup,Laki-laki,Hindu,Jakarta,27/02/24,20/10/24,Wealthy Achievers,Group 1,Group 3,WEEKDAY - WORKING TIME
PROMO_7484,GUARDIAN,Others/Miscellaneous (Promo lainnya),Laki-laki,Konghucu,Jakarta,27/02/24,04/10/24,Wealthy Achievers,Group 4,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7485,ERAFONE,Telco,Perempuan,Islam,Palembang,07/01/24,18/06/24,Mature High Networth,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_7486,SHOPEE,Gadget dan Elektronik,Laki-laki,Buddha,Denpasar,07/01/24,16/08/24,Minimal,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_7487,IBOX,Gaya Hidup,Perempuan,Kristen,Medan,09/02/24,09/08/24,Working Professionals,Group 4,Group 2,WEEKDAY - WORKING TIME
PROMO_7488,SOLARIA,Telco,Laki-laki,Katolik,Manado,11/01/24,02/09/24,Minimal,Group 1,Group 5,WEEKEND - WEEKEND
PROMO_7489,SOLARIA,E-Commerce,Laki-laki,Katolik,Semarang,16/03/24,10/07/24,All Segment,Group 4,Group 2,WEEKDAY - WORKING TIME
PROMO_7490,FORE,Travel dan Transportasi,Laki-laki,Islam,Nasional,27/02/24,06/09/24,Silver Ager,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_7491,FORE,Telco,Laki-laki,Agama Lainnya,Jakarta,31/01/24,17/06/24,Working Professionals,Group 5,Group 4,WEEKDAY - TRAVELING TIME
PROMO_7492,DAYTRANS,Gaya Hidup,Perempuan,Kristen,Balikpapan,18/02/24,29/06/24,Wealthy Achievers,Group 1,Group 5,WEEKEND - WEEKEND
PROMO_7493,SOLARIA,Telco,Laki-laki,Kristen,Balikpapan,11/01/24,03/07/24,Mature High Networth,Group 5,Group 2,WEEKEND - WEEKEND
PROMO_7494,ALFAMART,Others/Miscellaneous (Promo lainnya),Perempuan,Katolik,Jakarta,13/01/24,19/09/24,Working Professionals,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_7495,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Hindu,Palembang,15/02/24,01/10/24,Mature High Networth,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_7496,TUKU,Kesehatan dan Kecantikan,Perempuan,Islam,Manado,06/03/24,13/09/24,Minimal,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_7497,DAYTRANS,Travel dan Transportasi,Perempuan,Konghucu,Manado,23/03/24,04/08/24,Working Professionals,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_7498,ALFAMART,E-Commerce,Laki-laki,Konghucu,Semarang,13/01/24,09/06/24,Mature High Networth,Group 1,Group 2,WEEKDAY - WORKING TIME
PROMO_7499,DAYTRANS,Others/Miscellaneous (Promo lainnya),Perempuan,Katolik,Medan,23/01/24,19/07/24,Young Gen & Early Jobber,Group 1,Group 4,WEEKDAY - RESTING TIME
PROMO_7500,INDOMARET,Gaya Hidup,Perempuan,Agama Lainnya,Denpasar,02/03/24,29/08/24,All Segment,Group 3,Group 4,WEEKDAY - TRAVELING TIME
PROMO_7501,TUKU,Gaya Hidup,Perempuan,Islam,Medan,12/02/24,15/06/24,Emerging Wealth,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_7502,IKEA,Telco,Perempuan,Kristen,Medan,10/02/24,27/09/24,Wealthy Achievers,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_7503,ERAFONE,E-Commerce,Laki-laki,Kristen,Malang,21/02/24,29/08/24,Mature High Networth,Group 2,Group 2,WEEKDAY - RESTING TIME
PROMO_7504,INDOMARET,Gadget dan Elektronik,Perempuan,Agama Lainnya,Jakarta,24/02/24,14/05/24,Young Gen & Early Jobber,Group 5,Group 1,WEEKEND - WEEKEND
PROMO_7505,TUKU,Gadget dan Elektronik,Perempuan,Islam,Malang,16/02/24,16/05/24,Emerging Wealth,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7506,FORE,Makanan dan Minuman,Perempuan,Konghucu,Palembang,03/03/24,22/05/24,Silver Ager,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_7507,SHOPEE,Gaya Hidup,Perempuan,Agama Lainnya,Manado,06/03/24,10/06/24,Young Gen & Early Jobber,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_7508,GUARDIAN,Others/Miscellaneous (Promo lainnya),Perempuan,Katolik,Papua,24/03/24,18/05/24,Mature High Networth,Group 1,Group 4,WEEKDAY - RESTING TIME
PROMO_7509,IKEA,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Makassar,09/01/24,10/08/24,Emerging Wealth,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_7510,IKEA,Makanan dan Minuman,Laki-laki,Kristen,Padang,04/01/24,01/08/24,Young Gen & Early Jobber,Group 3,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7511,TUKU,Gaya Hidup,Perempuan,Kristen,Malang,07/02/24,26/08/24,Wealthy Achievers,Group 1,Group 3,WEEKDAY - WORKING TIME
PROMO_7512,IBOX,Travel dan Transportasi,Perempuan,Islam,Palembang,18/03/24,18/06/24,Young Gen & Early Jobber,Group 4,Group 5,WEEKDAY - TRAVELING TIME
PROMO_7513,IBOX,Travel dan Transportasi,Laki-laki,Konghucu,Jakarta,26/03/24,10/09/24,Minimal,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_7514,GUARDIAN,Telco,Perempuan,Buddha,Semarang,31/01/24,21/07/24,Working Professionals,Group 4,Group 4,WEEKDAY - WORKING TIME
PROMO_7515,FORE,E-Commerce,Laki-laki,Buddha,Padang,09/03/24,08/07/24,Working Professionals,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7516,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Laki-laki,Katolik,Nasional,21/03/24,09/07/24,Mature High Networth,Group 3,Group 1,WEEKEND - WEEKEND
PROMO_7517,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Hindu,Padang,25/03/24,01/07/24,All Segment,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_7518,INDOMARET,Travel dan Transportasi,Laki-laki,Kristen,Palembang,26/01/24,17/10/24,Wealthy Achievers,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_7519,DAYTRANS,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Bandung,22/03/24,05/06/24,Emerging Wealth,Group 4,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7520,SOLARIA,Travel dan Transportasi,Laki-laki,Buddha,Palembang,19/03/24,14/09/24,Wealthy Achievers,Group 3,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7521,SOLARIA,Makanan dan Minuman,Perempuan,Konghucu,Nasional,16/02/24,28/10/24,All Segment,Group 3,Group 5,WEEKEND - WEEKEND
PROMO_7522,ERAFONE,Gaya Hidup,Laki-laki,Konghucu,Palembang,14/01/24,20/06/24,All Segment,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_7523,IBOX,Gaya Hidup,Perempuan,Hindu,Denpasar,07/01/24,15/10/24,Silver Ager,Group 4,Group 1,WEEKDAY - TRAVELING TIME
PROMO_7524,GUARDIAN,Gadget dan Elektronik,Perempuan,Katolik,Manado,04/01/24,21/06/24,Young Gen & Early Jobber,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_7525,TUKU,Kesehatan dan Kecantikan,Perempuan,Konghucu,Balikpapan,01/03/24,22/09/24,All Segment,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_7526,GUARDIAN,Kesehatan dan Kecantikan,Perempuan,Buddha,Palembang,31/01/24,13/07/24,Silver Ager,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_7527,IKEA,E-Commerce,Laki-laki,Katolik,Papua,05/01/24,09/06/24,Working Professionals,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_7528,TUKU,Kesehatan dan Kecantikan,Perempuan,Hindu,Surabaya,10/02/24,05/09/24,Wealthy Achievers,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_7529,ALFAMART,Gaya Hidup,Laki-laki,Hindu,Semarang,23/03/24,17/07/24,Emerging Wealth,Group 5,Group 3,WEEKDAY - RESTING TIME
PROMO_7530,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Kristen,Palembang,24/01/24,02/07/24,Working Professionals,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_7531,SHOPEE,Others/Miscellaneous (Promo lainnya),Laki-laki,Konghucu,Padang,25/01/24,17/09/24,Working Professionals,Group 2,Group 2,WEEKEND - WEEKEND
